key,zh-CN,zh-TW,en-US,fr-FR,ja-JP,ko-KR,ru-RU,es-ES,de-DE,pt-PT,id-ID,ar-SA
Client ID,客户端 ID,客戶端 ID,Client ID,ID client,クライアントID,클라이언트 ID,Идентификатор клиента,ID de cliente,Client-ID,ID do cliente,ID klien,معرف العميل
Client Secret,客户端密钥,客戶端密鑰,Client Secret,Secret client,クライアントシークレット,클라이언트 시크릿,Секрет клиента,Secreto de cliente,Client-Secret,Segredo do cliente,Rahasia klien,سر العميل
Scopes,授权范围,授權範圍,Scopes,Portées,スコープ,범위,Области доступа,Ámbitos,Scopes,Escopos,Cakupan,النطاقات
Account Claim,账号声明,賬號聲明,Account Claim,Claim du compte,アカウントクレーム,계정 클레임,Клейм аккаунта,Claim de cuenta,Konto-Claim,Claim da conta,Klaim akun,مطالبة الحساب
Name Claim,姓名声明,姓名聲明,Name Claim,Claim du nom,氏名クレーム,이름 클레임,Клейм имени,Claim de nombre,Namens-Claim,Claim do nome,Klaim nama,مطالبة الاسم
Email Claim,邮箱声明,郵箱聲明,Email Claim,Claim de l'e-mail,メールクレーム,이메일 클레임,Клейм почты,Claim de correo,E-Mail-Claim,Claim do e-mail,Klaim email,مطالبة البريد
Phone Claim,手机声明,手機聲明,Phone Claim,Claim du téléphone,電話クレーム,전화 클레임,Клейм телефона,Claim de teléfono,Telefon-Claim,Claim do telefone,Klaim telepon,مطالبة الهاتف
Avatar Claim,头像声明,頭像聲明,Avatar Claim,Claim de l'avatar,アバタークレーム,아바타 클레임,Клейм аватара,Claim de avatar,Avatar-Claim,Claim do avatar,Klaim avatar,مطالبة الصورة الرمزية
Sync Profile,同步资料,同步資料,Sync Profile,Synchroniser le profil,プロフィール同期,프로필 동기화,Синхронизация профиля,Sincronizar perfil,Profil synchronisieren,Sincronizar perfil,Sinkronkan profil,مزامنة الملف الشخصي
Every login,每次登录,每次登錄,Every login,À chaque connexion,ログイン毎,로그인마다,При каждом входе,En cada inicio de sesión,Bei jeder Anmeldung,A cada login,Setiap login,في كل تسجيل دخول
Fill empty only,仅补空字段,僅補空字段,Fill empty only,Remplir seulement les champs vides,空欄のみ補完,빈 항목만 채움,Только пустые поля,Solo campos vacíos,Nur leere Felder,Só campos vazios,Hanya yang kosong,الحقول الفارغة فقط
Auto Create,自动建号,自動建號,Auto Create,Création auto,自動作成,자동 생성,Автосоздание,Creación automática,Automatisch anlegen,Criação automática,Buat otomatis,إنشاء تلقائي
Create,创建,創建,Create,Créer,作成する,생성,Создавать,Crear,Anlegen,Criar,Buat,إنشاء
Reject,拒绝,拒絕,Reject,Refuser,拒否する,거부,Отклонять,Rechazar,Ablehnen,Rejeitar,Tolak,رفض
Default Roles,默认角色,默認角色,Default Roles,Rôles par défaut,既定のロール,기본 역할,Роли по умолчанию,Roles predeterminados,Standardrollen,Papéis padrão,Peran bawaan,الأدوار الافتراضية
Grant Roles On Login,登录时补齐角色,登錄時補齊角色,Grant Roles On Login,Attribuer les rôles à la connexion,ログイン時にロール付与,로그인 시 역할 부여,Выдавать роли при входе,Asignar roles al iniciar sesión,Rollen bei Anmeldung vergeben,Conceder papéis no login,Beri peran saat login,منح الأدوار عند تسجيل الدخول
Basic,基本信息,基本信息,Basic,Général,基本情報,기본 정보,Основное,General,Allgemein,Básico,Dasar,أساسي
Endpoint,接入地址,接入地址,Endpoint,Points de terminaison,エンドポイント,엔드포인트,Адреса,Endpoints,Endpunkte,Endpoints,Endpoint,نقاط النهاية
Client,客户端,客戶端,Client,Client,クライアント,클라이언트,Клиент,Cliente,Client,Cliente,Klien,العميل
User Mapping,用户映射,用戶映射,User Mapping,Correspondance utilisateur,ユーザーマッピング,사용자 매핑,Сопоставление пользователей,Asignación de usuario,Benutzerzuordnung,Mapeamento de usuário,Pemetaan pengguna,تعيين المستخدم
Provider,认证源,認證源,Provider,Fournisseur,プロバイダ,공급자,Провайдер,Proveedor,Anbieter,Provedor,Penyedia,المزود
Subject,主体标识,主體標識,Subject,Sujet,サブジェクト,주체 식별자,Субъект,Sujeto,Subject,Sujeito,Subjek,المعرّف
sso.state_invalid,登录请求已失效，请重新发起,登錄請求已失效，請重新發起,"Sign-in request is invalid or expired, please start again","Demande de connexion invalide ou expirée, veuillez recommencer",ログイン要求が無効か期限切れです。やり直してください,로그인 요청이 유효하지 않거나 만료되었습니다. 다시 시도하세요,"Запрос входа недействителен или просрочен, начните заново","La solicitud de inicio de sesión no es válida o caducó, inténtelo de nuevo","Anmeldeanfrage ungültig oder abgelaufen, bitte erneut starten","Pedido de login inválido ou expirado, comece novamente","Permintaan masuk tidak valid atau kedaluwarsa, mulai lagi",طلب تسجيل الدخول غير صالح أو منتهي الصلاحية، أعد المحاولة
sso.no_subject,认证源未返回用户标识,認證源未返回用戶標識,The provider returned no user identifier,Le fournisseur n'a renvoyé aucun identifiant utilisateur,プロバイダがユーザー識別子を返しませんでした,공급자가 사용자 식별자를 반환하지 않았습니다,Провайдер не вернул идентификатор пользователя,El proveedor no devolvió ningún identificador de usuario,Der Anbieter hat keine Benutzerkennung zurückgegeben,O provedor não retornou nenhum identificador de usuário,Penyedia tidak mengembalikan pengenal pengguna,لم يُرجع المزود معرف المستخدم
sso.no_account_claim,认证源未返回账号信息,認證源未返回賬號信息,The provider returned no account claim,Le fournisseur n'a renvoyé aucun claim de compte,プロバイダがアカウント情報を返しませんでした,공급자가 계정 클레임을 반환하지 않았습니다,Провайдер не вернул сведения об аккаунте,El proveedor no devolvió ningún claim de cuenta,Der Anbieter hat keinen Konto-Claim zurückgegeben,O provedor não retornou nenhum claim de conta,Penyedia tidak mengembalikan klaim akun,لم يُرجع المزود بيانات الحساب
sso.account_not_found,系统中不存在对应账号，请联系管理员,系統中不存在對應賬號，請聯系管理員,"No matching account in this system, please contact an administrator","Aucun compte correspondant dans ce système, contactez un administrateur",このシステムに対応するアカウントがありません。管理者に連絡してください,이 시스템에 일치하는 계정이 없습니다. 관리자에게 문의하세요,"В системе нет соответствующей учётной записи, обратитесь к администратору","No hay una cuenta correspondiente en este sistema, contacte al administrador","Kein passendes Konto in diesem System, bitte an einen Administrator wenden","Nenhuma conta correspondente neste sistema, contate um administrador","Tidak ada akun yang cocok di sistem ini, hubungi administrator",لا يوجد حساب مطابق في هذا النظام، يرجى الاتصال بالمسؤول
sso.token_failed,获取访问令牌失败,獲取訪問令牌失敗,Could not obtain an access token,Impossible d'obtenir un jeton d'accès,アクセストークンを取得できませんでした,액세스 토큰을 가져오지 못했습니다,Не удалось получить токен доступа,No se pudo obtener un token de acceso,Zugriffstoken konnte nicht abgerufen werden,Não foi possível obter um token de acesso,Tidak bisa mendapatkan token akses,تعذر الحصول على رمز الوصول
sso.provider_error,认证源响应异常,認證源響應異常,The identity provider could not be reached,Le fournisseur d'identité est injoignable,ID プロバイダに接続できませんでした,ID 공급자에 연결할 수 없습니다,Не удалось связаться с провайдером идентификации,No se pudo contactar con el proveedor de identidad,Der Identitätsanbieter war nicht erreichbar,Não foi possível contatar o provedor de identidade,Penyedia identitas tidak dapat dihubungi,تعذر الوصول إلى مزود الهوية
sso.discovery_failed,该 Issuer 没有 OpenID 发现文档，请手动填写授权、令牌和用户信息三个地址,該 Issuer 沒有 OpenID 發現文檔，請手動填寫授權、令牌和用戶信息三個地址,"The issuer publishes no OpenID discovery document, fill in the Authorize, Token and User Info URLs","L'émetteur ne publie pas de document de découverte OpenID, renseignez les URL d'autorisation, de jeton et d'infos utilisateur",この Issuer は OpenID ディスカバリ文書を公開していません。認可・トークン・ユーザー情報の URL を入力してください,이 Issuer는 OpenID 검색 문서를 제공하지 않습니다. 인증, 토큰, 사용자 정보 URL을 직접 입력하세요,"Издатель не публикует документ обнаружения OpenID, заполните URL авторизации, токена и сведений о пользователе","El emisor no publica un documento de descubrimiento OpenID, rellene las URL de autorización, token e información de usuario","Der Issuer veröffentlicht kein OpenID-Discovery-Dokument, tragen Sie Authorize-, Token- und User-Info-URL ein","O emissor não publica um documento de descoberta OpenID, preencha as URLs de autorização, token e informações do usuário","Issuer tidak menerbitkan dokumen penemuan OpenID, isi URL otorisasi, token, dan info pengguna","لا ينشر المُصدر وثيقة اكتشاف OpenID، يرجى إدخال عناوين التفويض والرمز ومعلومات المستخدم"
sso.endpoint_missing,请填写 Issuer 或完整填写三个接入地址,請填寫 Issuer 或完整填寫三個接入地址,Fill in the issuer or all three endpoints,Renseignez l'émetteur ou les trois points de terminaison,Issuer か 3 つのエンドポイントすべてを入力してください,발급자 또는 세 엔드포인트를 모두 입력하세요,Укажите издателя или все три адреса,Indique el emisor o los tres endpoints,Issuer oder alle drei Endpunkte angeben,Informe o emissor ou os três endpoints,Isi issuer atau ketiga endpoint,أدخل الجهة المصدرة أو نقاط النهاية الثلاث
sso.provider_not_found,认证源不存在或已停用,認證源不存在或已停用,Provider not found or disabled,Fournisseur introuvable ou désactivé,プロバイダが存在しないか無効です,공급자를 찾을 수 없거나 비활성화되었습니다,Провайдер не найден или отключён,Proveedor no encontrado o desactivado,Anbieter nicht gefunden oder deaktiviert,Provedor não encontrado ou desativado,Penyedia tidak ditemukan atau dinonaktifkan,المزود غير موجود أو معطل
sso.ticket_expired,登录凭证已失效，请重新登录,登錄憑證已失效，請重新登錄,"Sign-in ticket expired, please sign in again","Ticket de connexion expiré, veuillez vous reconnecter",ログインチケットの有効期限が切れました。再度ログインしてください,로그인 티켓이 만료되었습니다. 다시 로그인하세요,"Срок действия билета входа истёк, войдите снова","El ticket de inicio de sesión caducó, inicie sesión de nuevo","Anmelde-Ticket abgelaufen, bitte erneut anmelden","O ticket de login expirou, faça login novamente","Tiket masuk kedaluwarsa, silakan masuk lagi",انتهت صلاحية تذكرة الدخول، يرجى تسجيل الدخول مجددا
sso.login_failed,单点登录失败,單點登錄失敗,Single sign-on failed,Échec de l'authentification unique,シングルサインオンに失敗しました,싱글 사인온에 실패했습니다,Не удалось выполнить единый вход,Falló el inicio de sesión único,Single Sign-on fehlgeschlagen,Falha no logon único,Sign-on tunggal gagal,فشل الدخول الموحد
