key,zh-CN,zh-TW,en-US,fr-FR,ja-JP,ko-KR,ru-RU,es-ES,de-DE,pt-PT,id-ID,ar-SA
remote.host_disabled,该远程主机已停用,該遠端主機已停用,This remote host is disabled,Cet hôte distant est désactivé,このリモートホストは無効です,이 원격 호스트는 비활성화되었습니다,Этот удалённый хост отключён,Este host remoto está deshabilitado,Dieser Remote-Host ist deaktiviert,Este host remoto está desativado,Host jarak jauh ini dinonaktifkan,هذا المضيف البعيد معطل
remote.host_not_found,远程主机不存在,遠端主機不存在,Remote host not found,Hôte distant introuvable,リモートホストが見つかりません,원격 호스트를 찾을 수 없습니다,Удалённый хост не найден,Host remoto no encontrado,Remote-Host nicht gefunden,Host remoto não encontrado,Host jarak jauh tidak ditemukan,المضيف البعيد غير موجود
remote.secret_key_missing,凭据密钥不可用（无法写入 .erupt/remote.key 且未配置 erupt.remote.secret-key），无法保存密码,憑據金鑰不可用（無法寫入 .erupt/remote.key 且未設定 erupt.remote.secret-key），無法儲存密碼,Credential key unavailable (.erupt/remote.key not writable and erupt.remote.secret-key not set); the password cannot be stored,Clé d'identifiants indisponible (.erupt/remote.key non inscriptible et erupt.remote.secret-key non défini) ; mot de passe non enregistrable,認証キーが利用できません（.erupt/remote.key に書き込めず erupt.remote.secret-key も未設定）。パスワードを保存できません,자격 증명 키를 사용할 수 없습니다(.erupt/remote.key 쓰기 불가, erupt.remote.secret-key 미설정). 비밀번호를 저장할 수 없습니다,Ключ учётных данных недоступен (.erupt/remote.key недоступен для записи и erupt.remote.secret-key не задан); пароль не может быть сохранён,Clave de credenciales no disponible (.erupt/remote.key no escribible y erupt.remote.secret-key sin configurar); no se puede guardar la contraseña,Zugangsdaten-Schlüssel nicht verfügbar (.erupt/remote.key nicht beschreibbar und erupt.remote.secret-key nicht gesetzt); Passwort kann nicht gespeichert werden,Chave de credenciais indisponível (.erupt/remote.key não gravável e erupt.remote.secret-key não definido); a senha não pode ser guardada,Kunci kredensial tidak tersedia (.erupt/remote.key tidak dapat ditulis dan erupt.remote.secret-key belum diatur); kata sandi tidak dapat disimpan,مفتاح بيانات الاعتماد غير متاح (تعذر الكتابة إلى .erupt/remote.key ولم يتم ضبط erupt.remote.secret-key)؛ لا يمكن حفظ كلمة المرور
Username,用户名,使用者名稱,Username,Nom d'utilisateur,ユーザー名,사용자 이름,Имя пользователя,Usuario,Benutzername,Utilizador,Nama Pengguna,اسم المستخدم
Private Key,私钥,私鑰,Private Key,Clé privée,秘密鍵,개인 키,Закрытый ключ,Clave privada,Privater Schlüssel,Chave privada,Kunci Privat,المفتاح الخاص
VNC (desktop),VNC（桌面）,VNC（桌面）,VNC (desktop),VNC (bureau),VNC（デスクトップ）,VNC(데스크톱),VNC (рабочий стол),VNC (escritorio),VNC (Desktop),VNC (ambiente de trabalho),VNC (desktop),VNC (سطح المكتب)
SSH (terminal),SSH（终端）,SSH（終端）,SSH (terminal),SSH (terminal),SSH（ターミナル）,SSH(터미널),SSH (терминал),SSH (terminal),SSH (Terminal),SSH (terminal),SSH (terminal),SSH (طرفية)
SSH login user,SSH 登录用户,SSH 登入使用者,SSH login user,Utilisateur SSH,SSH ログインユーザー,SSH 로그인 사용자,Пользователь SSH,Usuario SSH,SSH-Benutzer,Utilizador SSH,Pengguna login SSH,مستخدم تسجيل دخول SSH
"5900 for VNC, 22 for SSH",VNC 为 5900，SSH 为 22,VNC 為 5900，SSH 為 22,"5900 for VNC, 22 for SSH","5900 pour VNC, 22 pour SSH",VNC は 5900、SSH は 22,"VNC는 5900, SSH는 22","5900 для VNC, 22 для SSH","5900 para VNC, 22 para SSH","5900 für VNC, 22 für SSH","5900 para VNC, 22 para SSH","5900 untuk VNC, 22 untuk SSH",5900 لـ VNC و22 لـ SSH
"VNC: server password (first 8 characters are used), leave empty to be prompted in the browser. SSH: login password, or the passphrase when a private key is set",VNC：服务端密码（仅前 8 位有效），留空则在浏览器中输入。SSH：登录密码，设置了私钥时作为私钥口令,VNC：伺服端密碼（僅前 8 位有效），留空則在瀏覽器中輸入。SSH：登入密碼，設定了私鑰時作為私鑰口令,"VNC: server password (first 8 characters are used), leave empty to be prompted in the browser. SSH: login password, or the passphrase when a private key is set","VNC : mot de passe du serveur (8 premiers caractères), vide pour saisie dans le navigateur. SSH : mot de passe de connexion, ou phrase secrète si une clé privée est définie",VNC：サーバーパスワード（先頭 8 文字）、空欄ならブラウザで入力。SSH：ログインパスワード、秘密鍵設定時はパスフレーズ,"VNC: 서버 비밀번호(앞 8자), 비워 두면 브라우저에서 입력. SSH: 로그인 비밀번호, 개인 키 설정 시 암호 구문","VNC: пароль сервера (первые 8 символов), пусто — запрос в браузере. SSH: пароль входа или парольная фраза ключа","VNC: contraseña del servidor (8 primeros caracteres), vacío para pedirla en el navegador. SSH: contraseña de acceso o frase de la clave privada","VNC: Server-Passwort (erste 8 Zeichen), leer für Abfrage im Browser. SSH: Anmeldepasswort oder Passphrase des privaten Schlüssels","VNC: senha do servidor (8 primeiros caracteres), vazio para pedir no navegador. SSH: senha de login ou frase-passe da chave privada","VNC: kata sandi server (8 karakter pertama), kosongkan untuk diminta di browser. SSH: kata sandi login atau frasa sandi kunci privat","VNC: كلمة مرور الخادم (أول 8 أحرف)، اتركها فارغة ليُطلب إدخالها في المتصفح. SSH: كلمة مرور الدخول أو عبارة مرور المفتاح الخاص"
PEM private key for SSH public-key authentication; takes precedence over the password,SSH 公钥认证的 PEM 私钥，优先于密码,SSH 公鑰認證的 PEM 私鑰，優先於密碼,PEM private key for SSH public-key authentication; takes precedence over the password,Clé privée PEM pour l'authentification SSH par clé ; prioritaire sur le mot de passe,SSH 公開鍵認証用の PEM 秘密鍵。パスワードより優先,SSH 공개 키 인증용 PEM 개인 키. 비밀번호보다 우선,Закрытый ключ PEM для SSH; имеет приоритет над паролем,Clave privada PEM para autenticación SSH; tiene prioridad sobre la contraseña,PEM-Schlüssel für SSH-Public-Key-Authentifizierung; hat Vorrang vor dem Passwort,Chave privada PEM para autenticação SSH; prevalece sobre a senha,Kunci privat PEM untuk autentikasi kunci publik SSH; diutamakan daripada kata sandi,مفتاح خاص PEM لمصادقة SSH بالمفتاح العام؛ له الأولوية على كلمة المرور
remote.username_required,SSH 主机必须填写用户名,SSH 主機必須填寫使用者名稱,Username is required for SSH hosts,Le nom d'utilisateur est requis pour les hôtes SSH,SSH ホストにはユーザー名が必要です,SSH 호스트에는 사용자 이름이 필요합니다,Для SSH-хостов требуется имя пользователя,El usuario es obligatorio para hosts SSH,Benutzername ist für SSH-Hosts erforderlich,O utilizador é obrigatório para hosts SSH,Nama pengguna wajib untuk host SSH,اسم المستخدم مطلوب لمضيفي SSH
